chembl_id,drug_name,SMILES,from_protein,from_pathway,from_moa,protein_row_indices,pathway_row_indices,moa_row_indices,phase,status,gene_symbols,pathways,pathway_ids,mechanisms,disease_ids,disease_names,support_sources_count,n_genes,n_pathways,n_moas
CHEMBL2104986,TEDATIOXETINE,Cc1ccc(Sc2ccccc2C2CCNCC2)cc1,True,True,True,405;1296,868;6530;6730,703,2.0,Completed,ADRA1A;SLC6A4,Adrenoceptors;G alpha (12/13) signalling events;G alpha (q) signalling events,R-HSA-390696;R-HSA-416476;R-HSA-418597,Serotonin 2a (5-HT2a) receptor antagonist,MONDO_0002009,major depressive disorder,3,2,3,1
CHEMBL2104991,VABICASERIN HYDROCHLORIDE,Cl.c1cc2c3c(c1)[C@H]1CCC[C@H]1CN3CCNC2,False,False,True,,,704,,,,,,Serotonin 2a (5-HT2a) receptor antagonist,,,1,0,0,1
CHEMBL2104992,VESTIPITANT MESYLATE,CS(=O)(=O)O.Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,False,False,True,,,539,,,,,,Neurokinin 1 receptor antagonist,,,1,0,0,1
CHEMBL2104993,VORTIOXETINE,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,True,False,False,1291,,,3.0,Terminated,SLC6A4,,,,MONDO_0002050,depressive disorder,1,1,0,0
CHEMBL2105107,INECALCITOL,C[C@H](CC#CC(C)(C)O)[C@H]1CC[C@@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C,True,True,True,250,6003;7780;7898,30,2.0,Unknown status,VDR,Nuclear Receptor transcription pathway;SUMOylation of intracellular receptors;Vitamin D (calciferol) metabolism,R-HSA-196791;R-HSA-383280;R-HSA-4090294,Vitamin D receptor agonist,EFO_0000222,acute myeloid leukemia,3,1,3,1
CHEMBL2105395,OSPEMIFENE,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,True,False,False,2295,,,4.0,,ESR1,,,,EFO_1001271,Atrophic Vaginitis,1,1,0,0
CHEMBL2105458,THENALIDINE,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,True,True,False,986,6616,,4.0,,HRH1,G alpha (q) signalling events,R-HSA-416476,,HP_0000989,Pruritus,2,1,1,0
CHEMBL2105527,TETRAZEPAM,CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21,False,False,True,,,291,,,,,,GABA-A receptor; anion channel positive allosteric modulator,,,1,0,0,2
CHEMBL2105629,VINFLUNINE DITARTRATE,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,False,False,True,,,68,,,,,,Tubulin inhibitor,,,1,0,0,1
CHEMBL2105643,FOSBRETABULIN TROMETHAMINE,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O.NC(CO)(CO)CO,True,True,False,854;1587;2022;2262;2366;2430;2738;2801;2866,1567;1631;1695;1759;1823;1887;1951;2116;2180;2244;2308;2372;2436;2500;2564;2628;2692;2756;2820;2884;2948;3012;3082;3146;3210;3274;3338;3402;3466;3530;3594;3685;3749;3813;3877;3941;4005;4072,,2.0,Completed,TUBB;TUBB1;TUBB2A;TUBB2B;TUBB3;TUBB4A;TUBB4B;TUBB6;TUBB8,AURKA Activation by TPX2;Activation of AMPK downstream of NMDARs;Aggrephagy;Anchoring of the basal body to the plasma membrane;Assembly and cell surface presentation of NMDA receptors;COPI-dependent Golgi-to-ER retrograde traffic;COPI-independent Golgi-to-ER retrograde traffic;COPI-mediated anterograde transport;Carboxyterminal post-translational modifications of tubulin;Cilium Assembly;EML4 and NUDC in mitotic spindle formation;Formation of tubulin folding intermediates by CCT/TriC;Gap junction assembly;HCMV Early Events;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Hedgehog 'off' state;Intraflagellar transport;Kinesins;Loss of Nlp from mitotic centrosomes;Loss of proteins required for interphase microtubule organization from the centrosome;MHC class II antigen presentation;Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane;Mitotic Prometaphase;Neutrophil degranulation;PKR-mediated signaling;Post-chaperonin tubulin folding pathway;Prefoldin mediated transfer of substrate to CCT/TriC;RHO GTPases Activate Formins;RHO GTPases activate IQGAPs;Recruitment of NuMA to mitotic centrosomes;Recruitment of mitotic centrosome proteins and complexes;Recycling pathway of L1;Regulation of PLK1 Activity at G2/M Transition;Resolution of Sister Chromatid Cohesion;Sealing of the nuclear envelope (NE) by ESCRT-III;Separation of Sister Chromatids;The role of GTSE1 in G2/M progression after G2 checkpoint;Translocation of SLC2A4 (GLUT4) to the plasma membrane,R-HSA-1445148;R-HSA-190840;R-HSA-190861;R-HSA-2132295;R-HSA-2467813;R-HSA-2500257;R-HSA-2565942;R-HSA-3371497;R-HSA-380259;R-HSA-380270;R-HSA-380284;R-HSA-380320;R-HSA-389957;R-HSA-389960;R-HSA-389977;R-HSA-437239;R-HSA-5610787;R-HSA-5617833;R-HSA-5620912;R-HSA-5620924;R-HSA-5626467;R-HSA-5663220;R-HSA-6798695;R-HSA-6807878;R-HSA-6811434;R-HSA-6811436;R-HSA-68877;R-HSA-8852276;R-HSA-8854518;R-HSA-8955332;R-HSA-9609690;R-HSA-9609736;R-HSA-9619483;R-HSA-9646399;R-HSA-9648025;R-HSA-9668328;R-HSA-983189;R-HSA-9833482,,EFO_1001901,neuroendocrine neoplasm,2,9,38,0
CHEMBL2105648,PALOVAROTENE,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,True,True,False,188,5990;6016;6025,,4.0,,RARG,Activation of anterior HOX genes in hindbrain development during early embryogenesis;Nuclear Receptor transcription pathway;Signaling by Retinoic Acid,R-HSA-383280;R-HSA-5617472,,MONDO_0007606,fibrodysplasia ossificans progressiva,2,1,3,0
CHEMBL2105665,ELACYTARABINE,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,False,False,True,,,421,,,,,,RNA inhibitor,,,1,0,0,1
CHEMBL2105667,ORVEPITANT,Cc1cc(F)ccc1[C@H]1C[C@@H](N2CCN3C(=O)CC[C@H]3C2)CCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,False,False,True,,,540,,,,,,Neurokinin 1 receptor antagonist,,,1,0,0,1
CHEMBL2105669,TEDIZOLID PHOSPHATE,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,False,False,True,,,329,,,,,,Bacterial 70S ribosome inhibitor,,,1,0,0,1
CHEMBL2105682,EDOXABAN TOSYLATE,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1.Cc1ccc(S(=O)(=O)O)cc1,True,True,True,451,7531;7560,470,4.0,,F10,Common Pathway of Fibrin Clot Formation;Intrinsic Pathway of Fibrin Clot Formation,R-HSA-140837;R-HSA-140875,Coagulation factor X inhibitor,EFO_0000275,atrial fibrillation,3,1,2,1
CHEMBL2105683,NAPROXEN ETEMESIL,COc1ccc2cc([C@H](C)C(=O)OCCS(C)(=O)=O)ccc2c1,True,True,True,164;940,387;4505;5580;5640;5714;6098;6172;6246;6320;6394;6468,158,2.0,Completed,PTGS1;PTGS2,Biosynthesis of DHA-derived SPMs;Biosynthesis of DPAn-3 SPMs;Biosynthesis of EPA-derived SPMs;Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives;COX reactions;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Nicotinamide salvaging;Synthesis of 15-eicosatetraenoic acid derivatives;Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-140180;R-HSA-2142770;R-HSA-2162123;R-HSA-6783783;R-HSA-6785807;R-HSA-73614;R-HSA-9018677;R-HSA-9018679;R-HSA-9025094;R-HSA-9027604,Cyclooxygenase inhibitor,MONDO_0005178,osteoarthritis,3,2,10,1
CHEMBL2105705,LUNACALCIPOL,C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)C/C=C/S(=O)(=O)C(C)(C)C)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O,True,True,True,252,6005;7782;7900,31,2.0,Completed,VDR,Nuclear Receptor transcription pathway;SUMOylation of intracellular receptors;Vitamin D (calciferol) metabolism,R-HSA-196791;R-HSA-383280;R-HSA-4090294,Vitamin D receptor agonist,EFO_0000676,psoriasis,3,1,3,1
CHEMBL2105708,PONATINIB HYDROCHLORIDE,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl,True,True,False,1200;2198,4291,,4.0,,ABL1;BCR,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",R-HSA-9860927,,EFO_0000220,acute lymphoblastic leukemia,2,2,1,0
CHEMBL2105711,TOFOGLIFLOZIN,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1.O,False,False,True,,,592,,,,,,Sodium/glucose cotransporter 2 inhibitor,,,1,0,0,1
CHEMBL2105728,CRENOLANIB,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,True,True,False,1115,7013,,3.0,Recruiting,PDGFRB,RAF/MAP kinase cascade,R-HSA-5673001,,EFO_0000222,acute myeloid leukemia,2,1,1,0
CHEMBL2105732,LEVOMILNACIPRAN HYDROCHLORIDE,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN.Cl,True,False,False,1247,,,4.0,,SLC6A4,,,,EFO_0005687,fibromyalgia,1,1,0,0
CHEMBL2105738,GALETERONE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(n3cnc4ccccc43)=CC[C@@H]12,True,True,True,563,1986;5901;7805,81,3.0,Terminated,AR,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;SUMOylation of intracellular receptors,R-HSA-3371497;R-HSA-383280;R-HSA-4090294,Androgen Receptor antagonist,MONDO_0008315,prostate cancer,3,1,3,1
CHEMBL2105740,SITAXENTAN SODIUM,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)[N-]c1onc(C)c1Cl)OCO2.[Na+],True,False,False,1915,,,4.0,,EDNRA,,,,MONDO_0005149,pulmonary hypertension,1,1,0,0
CHEMBL2105749,SAMIDORPHAN L-MALATE,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3.O=C(O)C[C@H](O)C(=O)O,True,True,False,318,288;1322;7235,,4.0,,OPRM1,G alpha (i) signalling events;Interleukin-4 and Interleukin-13 signaling;Peptide ligand-binding receptors,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,EFO_0009963,bipolar I disorder,2,1,3,0
CHEMBL2105754,TRELAGLIPTIN SUCCINATE,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O.O=C(O)CCC(=O)O,True,False,True,669,,522,3.0,Completed,DPP4,,,Dipeptidyl peptidase IV inhibitor,EFO_0000400,diabetes mellitus,2,1,0,1
CHEMBL2105755,NALDEMEDINE,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,True,True,False,319,289;1323;7236,,4.0,,OPRM1,G alpha (i) signalling events;Interleukin-4 and Interleukin-13 signaling;Peptide ligand-binding receptors,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,HP_0002019,Constipation,2,1,3,0
CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O,True,True,False,1105;1151,556;6968;7003;7502,,4.0,,KIT;PDGFRB,RAF/MAP kinase cascade;Signaling by SCF-KIT;TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,R-HSA-1433557;R-HSA-5673001;R-HSA-8866910,,EFO_0000681,renal cell carcinoma,2,2,3,0
CHEMBL2105759,BARICITINIB,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,True,True,True,757;777,182;202;644;664;4234;4413;4554;4574;4633;4653;4712;4732;4781;4819;4839;4888;4908;4954;4974;5020;5040;5084;5130;5150;5208;5258;5296;5316;5362;5382;5456;6909;6929;7463;8292;8320;8348;8382;8410;8438,480,4.0,,JAK1;JAK2,"Evasion by RSV of host interferon responses;IL-6-type cytokine receptor ligand interactions;Inactivation of CSF3 (G-CSF) signaling;Interferon alpha/beta signaling;Interleukin-10 signaling;Interleukin-12 signaling;Interleukin-20 family signaling;Interleukin-23 signaling;Interleukin-27 signaling;Interleukin-3, Interleukin-5 and GM-CSF signaling;Interleukin-35 Signalling;Interleukin-4 and Interleukin-13 signaling;Interleukin-6 signaling;MAPK1 (ERK2) activation;MAPK3 (ERK1) activation;Other interleukin signaling;Potential therapeutics for SARS;Prolactin receptor signaling;RAF activation;RAF/MAP kinase cascade;RMTs methylate histone arginines;Regulation of IFNA/IFNB signaling;SARS-CoV-2 activates/modulates innate and adaptive immune responses;Signaling by CSF3 (G-CSF);Signaling by Leptin;Signaling by SCF-KIT;Signaling by moderate kinase activity BRAF mutants",R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-449836;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9833109,Tyrosine-protein kinase JAK1 inhibitor | Tyrosine-protein kinase JAK2 inhibitor,EFO_0000540,immune system disease,3,2,27,1
CHEMBL2105760,BREXPIPRAZOLE,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,False,False,True,,,705,,,,,,Serotonin 2a (5-HT2a) receptor antagonist,,,1,0,0,1
CHEMBL2105762,OMARIGLIPTIN,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,True,False,True,666,,523,3.0,Completed,DPP4,,,Dipeptidyl peptidase IV inhibitor,EFO_0000400,diabetes mellitus,2,1,0,1
CHEMBL2105842,CORTIVAZOL,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,True,True,True,63,755;2064;5979;7883;8020;8086;8157;8223;8289,234,2.0,Completed,NR3C1,"Circadian Clock;FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;PTK6 Expression;Potential therapeutics for SARS;Regulation of NPAS4 gene transcription;Regulation of RUNX2 expression and activity;SUMOylation of intracellular receptors",R-HSA-3371497;R-HSA-383280;R-HSA-4090294;R-HSA-8849473;R-HSA-8939902;R-HSA-9615017;R-HSA-9679191;R-HSA-9768777,Glucocorticoid receptor agonist,EFO_0003843,pain,3,1,9,1
CHEMBL2106068,ATRASENTAN HYDROCHLORIDE,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1.Cl,True,False,False,1922,,,3.0,Completed,EDNRA,,,,MONDO_0008315,prostate cancer,1,1,0,0
CHEMBL2106195,DEXMEDETOMIDINE HYDROCHLORIDE,Cc1cccc([C@H](C)c2c[nH]cn2)c1C.Cl,True,True,False,1343;1395;2542,914;966;1018;1070;1122;1174;1226;1406;1458;1510,,3.0,Completed,ADRA2A;ADRA2B;ADRA2C,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (i) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-418594;R-HSA-418597;R-HSA-5683826,,EFO_0001422;EFO_0003843,cirrhosis of liver;pain,2,3,6,0
CHEMBL2106227,ETIFOXINE,CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,True,False,False,511;1439;1529;1664;1710;1752;1784;1804;1877;1939;2074;2117;2478;2563;2591;2635,,,3.0,,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRQ,,,,EFO_0005230,anxiety,1,16,0,0
CHEMBL2106309,HYDROCORTISONE ACEPONATE,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,False,False,True,,,235,,,,,,Glucocorticoid receptor agonist,,,1,0,0,1
CHEMBL2106468,TRICETAMIDE,CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,False,False,True,,,471,,,,,,Tyrosine-protein kinase JAK1 inhibitor,,,1,0,0,1
CHEMBL2106615,BAZEDOXIFENE ACETATE,CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,True,False,False,2285,,,4.0,,ESR1,,,,EFO_0003854,postmenopausal osteoporosis,1,1,0,0
CHEMBL2106798,NERAMEXANE MESYLATE,CC1(C)CC(C)(C)CC(C)(N)C1.CS(=O)(=O)O,True,True,True,718;1617;1963;2190;2611;2659;2680,3624;6808;6835;6862;6895;7053;7080;7107;7134,399,3.0,Completed,GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B,"Assembly and cell surface presentation of NMDA receptors;EPHB-mediated forward signaling;Long-term potentiation;Negative regulation of NMDA receptor-mediated neuronal transmission;Neurexins and neuroligins;RAF/MAP kinase cascade;Ras activation upon Ca2+ influx through NMDA receptor;Synaptic adhesion-like molecules;Unblocking of NMDA receptors, glutamate binding and activation",R-HSA-3928662;R-HSA-438066;R-HSA-442982;R-HSA-5673001;R-HSA-6794361;R-HSA-8849932;R-HSA-9609736;R-HSA-9617324;R-HSA-9620244,Glutamate [NMDA] receptor antagonist,HP_0000360,Tinnitus,3,7,9,1
CHEMBL2106829,METHAQUALONE HYDROCHLORIDE,Cc1ccccc1-n1c(C)nc2ccccc2c1=O.Cl,False,False,True,,,292,,,,,,GABA-A receptor; anion channel positive allosteric modulator,,,1,0,0,2
CHEMBL2107067,TESTOSTERONE UNDECANOATE,CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,True,True,False,546,1969;5884;7788,,4.0,,AR,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Nuclear Receptor transcription pathway;SUMOylation of intracellular receptors,R-HSA-3371497;R-HSA-383280;R-HSA-4090294,,EFO_0000616,neoplasm,2,1,3,0
CHEMBL2107186,RESOCORTOL BUTYRATE,CCCC(=O)O[C@]1(C(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,False,False,True,,,236,,,,,,Glucocorticoid receptor agonist,,,1,0,0,1
CHEMBL2107339,ESMIRTAZAPINE MALEATE,CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1.O=C(O)/C=C\C(=O)O,True,True,True,1028;1344;1396;2544,915;967;1019;1071;1123;1175;1227;1407;1459;1511;6658,706,3.0,Completed,ADRA2A;ADRA2B;ADRA2C;HRH1,"Adrenaline signalling through Alpha-2 adrenergic receptor;Adrenaline,noradrenaline inhibits insulin secretion;Adrenoceptors;G alpha (i) signalling events;G alpha (q) signalling events;G alpha (z) signalling events;Surfactant metabolism",R-HSA-390696;R-HSA-392023;R-HSA-400042;R-HSA-416476;R-HSA-418594;R-HSA-418597;R-HSA-5683826,Serotonin 2a (5-HT2a) receptor antagonist,EFO_0004698,insomnia,3,4,7,1
CHEMBL2107341,FISPEMIFENE,OCCOCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,True,False,False,2311,,,2.0,Completed,ESR1,,,,EFO_0004234,erectile dysfunction,1,1,0,0
CHEMBL2107342,GAMITHROMYCIN,CCCN1C[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@H]1C,False,False,True,,,363,,,,,,Bacterial 70S ribosome inhibitor,,,1,0,0,1
CHEMBL2107360,PALIPERIDONE PALMITATE,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,False,False,True,,,691,,,,,,Serotonin 2a (5-HT2a) receptor antagonist,,,1,0,0,1
CHEMBL2107384,VICRIVIROC MALEATE,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C.O=C(O)/C=C\C(=O)O,True,True,True,224,1266;4383;6765;6789,505,2.0,Completed,CCR5,Binding and entry of HIV virion;Chemokine receptors bind chemokines;G alpha (i) signalling events;Interleukin-10 signaling,R-HSA-173107;R-HSA-380108;R-HSA-418594;R-HSA-6783783,C-C chemokine receptor type 5 antagonist,EFO_0000764,HIV infection,3,1,4,1
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,Br.Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,True,False,False,1276,,,4.0,,SLC6A4,,,,MONDO_0002009,major depressive disorder,1,1,0,0
CHEMBL2107455,IGURATIMOD,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,True,True,False,151,374;4492;5701;6085;6159;6233;6307;6381;6455,,3.0,Completed,PTGS2,Biosynthesis of DHA-derived SPMs;Biosynthesis of DPAn-3 SPMs;Biosynthesis of EPA-derived SPMs;Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Nicotinamide salvaging;Synthesis of 15-eicosatetraenoic acid derivatives;Synthesis of Prostaglandins (PG) and Thromboxanes (TX),R-HSA-2142770;R-HSA-2162123;R-HSA-6783783;R-HSA-6785807;R-HSA-73614;R-HSA-9018677;R-HSA-9018679;R-HSA-9025094;R-HSA-9027604,,EFO_0000685,rheumatoid arthritis,2,1,9,0
CHEMBL2107546,BUCINDOLOL HYDROCHLORIDE,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N.Cl,True,True,False,400;1503;1860,863;6525;6725,,2.0,Completed,ADRA1A;ADRA1B;ADRA1D,Adrenoceptors;G alpha (12/13) signalling events;G alpha (q) signalling events,R-HSA-390696;R-HSA-416476;R-HSA-418597,,EFO_0000275,atrial fibrillation,2,3,3,0
CHEMBL2107729,ATACIGUAT,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,True,True,True,75,7691,254,2.0,Completed,GUCY1B1,Smooth Muscle Contraction,R-HSA-445355,Soluble guanylate cyclase activator,EFO_0000266,aortic stenosis,3,1,1,1
CHEMBL2107759,MILATAXEL,CCC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)C2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](CC(=O)OC(C)(C)C)c4ccco4)C(C)=C([C@@H](O)C(=O)[C@@]21C)C3(C)C,True,True,True,844;1576;2011;2250;2355;2420;2727;2790;2854,1557;1621;1685;1749;1813;1877;1941;2106;2170;2234;2298;2362;2426;2490;2554;2618;2682;2746;2810;2874;2938;3002;3072;3136;3200;3264;3328;3392;3456;3520;3584;3675;3739;3803;3867;3931;3995;4062,66,2.0,Unknown status,TUBB;TUBB1;TUBB2A;TUBB2B;TUBB3;TUBB4A;TUBB4B;TUBB6;TUBB8,AURKA Activation by TPX2;Activation of AMPK downstream of NMDARs;Aggrephagy;Anchoring of the basal body to the plasma membrane;Assembly and cell surface presentation of NMDA receptors;COPI-dependent Golgi-to-ER retrograde traffic;COPI-independent Golgi-to-ER retrograde traffic;COPI-mediated anterograde transport;Carboxyterminal post-translational modifications of tubulin;Cilium Assembly;EML4 and NUDC in mitotic spindle formation;Formation of tubulin folding intermediates by CCT/TriC;Gap junction assembly;HCMV Early Events;HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;Hedgehog 'off' state;Intraflagellar transport;Kinesins;Loss of Nlp from mitotic centrosomes;Loss of proteins required for interphase microtubule organization from the centrosome;MHC class II antigen presentation;Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane;Mitotic Prometaphase;Neutrophil degranulation;PKR-mediated signaling;Post-chaperonin tubulin folding pathway;Prefoldin mediated transfer of substrate to CCT/TriC;RHO GTPases Activate Formins;RHO GTPases activate IQGAPs;Recruitment of NuMA to mitotic centrosomes;Recruitment of mitotic centrosome proteins and complexes;Recycling pathway of L1;Regulation of PLK1 Activity at G2/M Transition;Resolution of Sister Chromatid Cohesion;Sealing of the nuclear envelope (NE) by ESCRT-III;Separation of Sister Chromatids;The role of GTSE1 in G2/M progression after G2 checkpoint;Translocation of SLC2A4 (GLUT4) to the plasma membrane,R-HSA-1445148;R-HSA-190840;R-HSA-190861;R-HSA-2132295;R-HSA-2467813;R-HSA-2500257;R-HSA-2565942;R-HSA-3371497;R-HSA-380259;R-HSA-380270;R-HSA-380284;R-HSA-380320;R-HSA-389957;R-HSA-389960;R-HSA-389977;R-HSA-437239;R-HSA-5610787;R-HSA-5617833;R-HSA-5620912;R-HSA-5620924;R-HSA-5626467;R-HSA-5663220;R-HSA-6798695;R-HSA-6807878;R-HSA-6811434;R-HSA-6811436;R-HSA-68877;R-HSA-8852276;R-HSA-8854518;R-HSA-8955332;R-HSA-9609690;R-HSA-9609736;R-HSA-9619483;R-HSA-9646399;R-HSA-9648025;R-HSA-9668328;R-HSA-983189;R-HSA-9833482,Tubulin inhibitor,EFO_0000588,mesothelioma,3,9,38,1
CHEMBL2107760,NEBENTAN,COc1ccccc1Oc1c(NS(=O)(=O)/C=C/c2ccccc2)nc(-c2ncccn2)nc1OC,True,False,False,1924,,,2.0,Terminated,EDNRA,,,,EFO_0000673,prostate adenocarcinoma,1,1,0,0
